anio,estado,clave_siinah,recinto,enero_nac,enero_ext,febrero_nac,febrero_ext,marzo_nac,marzo_ext,abril_nac,abril_ext,mayo_nac,mayo_ext,junio_nac,junio_ext,julio_nac,julio_ext,agosto_nac,agosto_ext,septiembre_nac,septiembre_ext,octubre_nac,octubre_ext,noviembre_nac,noviembre_ext,diciembre_nac,diciembre_ext
2008,Puebla,4100014,Fuerte de Guadalupe,8513,111,5300,83,9575,137,5266,26,4461,175,5701,60,7764,81,8189,208,6579,160,6730,402,4537,130,5828,242
2008,Querétaro,2301500,Museo Regional de Querétaro,5797,590,2883,179,6932,357,9401,254,8050,242,10453,347,10586,463,8304,389,7548,235,8840,266,12905,358,7752,321
2008,San Luis Potosí,2301600,Museo Regional Potosino,2725,5,2879,0,3961,261,3024,0,3590,25,3509,20,6271,21,2804,25,2796,0,4647,36,4208,56,2539,17
2008,Sinaloa,2403600,Museo Arqueológico de Mazatlán,1375,375,919,56,575,58,526,35,522,49,851,39,263,48,141,47,292,39,222,62,190,150,297,104
2008,Sonora,2301700,Museo Regional de Sonora,2962,21,3382,52,4824,89,2845,23,2801,36,1498,19,2222,33,1706,32,1614,17,2503,62,3613,37,2001,30
2008,Tabasco,2403700,Museo de Oxolotán,227,0,721,0,1317,9,1521,14,601,0,545,0,932,0,1347,0,478,0,508,0,559,8,448,0
2008,Tamaulipas,2403800,Museo de la Cultura Huasteca,933,41,1450,19,2741,25,0,0,1126,10,1361,22,2243,44,935,30,938,18,1686,8,1323,12,527,16
2008,Tlaxcala,2301800,Museo Regional de Tlaxcala,1747,30,2445,20,3039,26,1918,13,1623,8,1646,11,2607,29,1934,17,1302,14,1356,9,2433,3,1984,4
2008,Veracruz,2404200,Museo Local Tuxteco,267,52,815,53,880,83,532,7,555,5,322,3,679,1,372,26,500,0,266,6,225,13,596,0
2008,Veracruz,2403900,Museo Baluarte de Santiago,1634,92,1979,62,3202,138,1528,89,1554,34,920,33,2823,104,2526,57,0,0,2511,134,1717,81,2104,106
2008,Veracruz,2404100,Museo del Fuerte de San Juan de Ulúa,14333,263,15383,223,37020,372,18704,200,25608,136,16148,108,27985,236,31572,222,9232,233,7985,162,13696,242,14565,202
2008,Veracruz,2502900,Museo de Sitio de El Zapotal,272,94,228,2,620,10,110,0,126,0,110,0,139,0,185,0,100,3,155,0,617,0,238,0
2008,Veracruz,2503200,Museo de Sitio de Tres Zapotes con Zona Arqueológica,420,18,561,12,1103,22,249,18,434,15,224,6,536,9,380,1,303,9,178,7,208,6,583,17
2008,Veracruz,2404000,Museo de Palmillas,161,3,239,7,268,6,188,0,139,14,80,30,35,15,89,9,100,2,145,2,177,0,306,0
2008,Yucatán,2301900,"Museo Regional de Yucatán ""Palacio Cantón""",7186,2678,5543,2361,13735,2243,6812,1497,7836,1076,8481,1161,8971,3336,13857,1718,8444,1228,8644,1322,9361,3582,9345,3046
2008,Yucatán,2404300,"Pinacoteca del Estado ""Juan Gamboa Guzmán""",188,41,182,56,216,24,255,29,318,10,275,14,307,29,248,23,169,5,218,7,358,10,242,16
2008,Zacatecas,2302000,Museo de Guadalupe,2726,92,3031,251,6621,113,3692,58,3542,30,6436,55,6743,146,5413,147,2796,47,4729,34,3164,35,3338,69
2007,Aguascalientes,2300100,Museo Regional de Historia de Aguascalientes,2581,88,2538,35,2453,48,4339,97,3546,54,1848,54,5206,144,2669,121,1932,42,2917,57,4544,74,2681,78
2007,Baja California,2400100,"Museo Histórico Regional, Ex Cuartel de la Compañía Fija",209,101,304,41,1385,93,530,55,487,106,447,86,575,81,460,64,246,243,419,67,436,21,319,83
2007,Baja California Sur,2300200,Museo Regional de Antropología e Historia de Baja California Sur,1296,1071,1910,1111,1512,1026,2087,1119,1251,440,1157,431,2007,519,1989,486,552,108,801,574,1009,228,897,426
2007,Baja California Sur,2400200,Museo de Las Misiones Jesuíticas,534,578,804,815,867,858,1457,954,680,484,455,347,654,286,563,85,0,0,636,213,554,467,626,482
2007,Baja California Sur,2400300,Museo de las Pinturas Rupestres de San Ignacio,193,135,262,448,148,332,696,47,80,32,78,26,236,39,395,50,70,59,0,0,120,60,256,28
2007,Baja California Sur,4100016,Misión de San Francisco Javier,303,366,683,561,530,722,970,405,419,237,342,104,815,108,918,305,429,74,424,184,462,204,4500,250
2007,Campeche,2400500,"Museo de Arquitectura Maya, Baluarte de la Soledad",2223,443,2505,457,2238,304,2968,165,1685,129,1831,99,2258,140,1887,735,497,57,732,74,994,37,1110,88
2007,Campeche,2400400,Museo de Arqueología Maya Fuerte de San Miguel,7045,981,4732,1377,5233,773,5488,404,4305,332,3146,352,5386,617,8941,629,3825,276,3180,233,3687,561,3803,562
2007,Campeche,2400600,Museo de Arqueología Maya del Camino Real de Hecelchakán,178,10,195,15,93,33,135,15,134,2,92,20,240,13,203,33,119,4,217,7,214,42,109,12
2007,Campeche,2400700,Museo de Arqueología Subacuática Fuerte de San José El Alto,4882,98,2841,110,2169,72,3181,44,1642,42,2104,50,4388,118,3513,175,2049,64,2777,82,2773,77,3608,153
2007,Chiapas,2300500,Museo Regional de Chiapas,1160,40,2348,50,2622,65,6115,26,2145,13,1277,6,1686,54,919,69,1269,18,1274,36,1532,43,839,7
2007,Chiapas,2401000,Museo de los Altos de Chiapas,2631,442,1466,211,2932,336,1828,188,1656,136,2095,95,3275,137,2160,284,1228,85,1616,119,1630,155,2063,193
2007,Chiapas,2400900,Museo Arqueológico del Soconusco,1987,414,809,343,1053,35,647,371,613,23,843,29,828,33,585,25,634,21,805,373,1092,29,549,287
2007,Chiapas,2400800,Museo Arqueológico de Comitán,428,4,562,5,511,20,491,68,514,10,608,2,959,33,755,30,633,23,617,15,368,28,591,68
2007,Chihuahua,2401100,Museo de la Revolución en la Frontera,5340,0,7333,0,23014,0,9532,127,7004,127,4715,102,5305,120,5555,225,3699,129,5190,74,6165,24,5802,10
2007,Ciudad de México,2100100,Museo Nacional de Antropología,169459,24744,234146,27891,225086,28636,164740,26465,90964,17396,90135,17804,55004,16900,61925,21900,157513,19311,121082,17670,106108,23237,60396,15072
2007,Ciudad de México,2100200,Museo Nacional de Historia,87664,1622,86147,1594,125073,2319,147719,3005,72956,3666,67047,5375,124540,8633,89954,4986,113215,3267,80813,3793,86746,3394,133148,3943
2007,Ciudad de México,2100300,Museo Nacional de las Culturas del Mundo,8033,0,17138,568,15294,712,12002,502,8626,457,10083,451,7780,490,10758,629,24652,177,25753,477,28456,620,14574,443
2007,Ciudad de México,2100400,Museo Nacional de las Intervenciones,17271,46,17791,60,25669,65,11537,8,11311,41,4390,17,2383,29,2887,27,5846,27,8314,20,11626,11,6796,32
2007,Ciudad de México,2600100,Museo Casa Carranza,2181,21,3467,11,5226,16,5158,14,6371,21,6893,9,1031,8,1847,12,2978,9,1816,9,1555,11,1100,4
2007,Ciudad de México,2200200,Museo de El Carmen,3497,70,3256,43,3649,148,5098,34,2744,82,2856,119,7829,172,4113,222,3756,113,5997,107,5456,130,2557,65
2007,Ciudad de México,2200100,Galería de Historia,28163,0,24840,0,29329,0,25993,0,13558,0,10420,0,11535,0,16586,0,24024,0,18013,0,22265,0,14217,0
2007,Ciudad de México,2500500,Museo del Templo Mayor,42785,4326,49264,4155,45073,4321,50808,4467,26669,3644,28496,5144,41423,6089,31351,6134,49223,3561,59011,3569,63187,4506,55954,5044
2007,Ciudad de México,2700100,"Centro Comunitario Culhuacán, Ex Convento de San Juan Evangelista",1983,0,1851,0,3783,23,1850,1,4204,0,3962,2,5150,5,3456,1,7350,0,4605,0,18210,0,6819,2
2007,Coahuila,2300300,Museo Regional de la Laguna,3151,73,8131,15,9851,21,8537,35,5882,11,5027,13,5982,70,2645,12,5220,6,7548,7,7320,7,3692,12
2007,Colima,2300400,Museo Regional de Historia de Colima,711,753,819,728,1628,581,972,319,1197,94,845,45,2417,73,1438,21,1474,0,744,0,1133,148,718,194
2007,Estado de México,2100500,Museo Nacional del Virreinato,17193,1378,21982,1612,22163,615,23364,399,15569,318,11883,403,15304,601,12022,426,17854,347,18187,432,25762,613,16765,550
2007,Estado de México,2501000,Museo Prehistórico de Tepexpan,976,0,0,0,4390,0,1606,0,1358,0,525,0,901,0,684,3,1129,1,2177,0,3917,0,2391,0
2007,Estado de México,2600200,Museo Virreinal de Acolman,5951,153,6681,268,13525,266,3581,404,4413,313,3346,401,3560,529,2148,721,2334,334,8035,291,11024,3635,8216,514
2007,Estado de México,2700200,Centro Comunitario Ecatepec Casa de Morelos,2191,0,2367,0,3048,0,3619,0,4465,0,3128,0,4764,0,14002,0,13594,0,4644,0,4506,0,6580,0
2007,Estado de México,2500800,Museo de Murales Teotihuacanos Beatriz de la Fuente,935,347,1503,324,3373,455,2281,454,2376,428,1531,271,1524,514,1177,370,1201,342,1217,169,1027,217,852,239
2007,Estado de México,4100007,Ex-Convento de Oxtotipac,0,0,570,32,0,0,801,0,0,0,318,0,288,3,231,0,306,0,312,0,208,0,112,0
2007,Estado de México,4100002,Capilla Abierta del Templo de Calimaya,370,0,118,0,0,0,311,0,175,0,0,0,163,4,553,4,0,0,173,0,202,0,633,9
2007,Estado de México,4100001,Capilla Abierta de Tlalmanalco,516,0,474,0,0,0,549,2,596,3,358,0,0,0,0,0,611,2,418,0,658,0,245,0
2007,Guanajuato,2300600,Museo Regional de Guanajuato Alhóndiga de Granaditas,11281,794,11789,650,21602,682,21860,464,16637,313,19309,435,21362,520,15268,389,12441,328,18838,359,17010,477,17340,285
2007,Guanajuato,2401300,Museo Casa del Dr. José María Luis Mora,846,2,659,0,1007,0,966,0,1166,0,1238,0,903,0,1087,0,1070,0,1026,0,870,0,395,0
2007,Guanajuato,2401400,Museo Ex Convento Agustino de San Pablo,928,41,746,19,909,12,896,6,787,18,1165,16,1373,15,1111,24,807,0,672,4,944,20,2185,0
2007,Guanajuato,2401200,"Museo Casa de Hidalgo ""La Francia Chiquita""",348,13,364,7,551,3,484,5,367,8,524,2,536,66,539,2,1212,1,338,0,53,0,0,0
2007,Guanajuato,2401600,Museo Local de Valle de Santiago,902,17,699,12,1126,15,794,102,1925,30,901,23,1177,98,1439,93,1580,63,968,61,0,0,0,0
2007,Guanajuato,2401500,Museo Histórico de San Miguel de Allende,5107,256,3547,283,4884,237,6350,141,4817,116,6059,169,5359,239,4628,253,3856,117,3020,88,0,0,0,0
2007,Guanajuato,2600300,Casa de Hidalgo,6132,166,6067,94,13364,172,8058,63,8012,82,12408,174,9730,281,5900,216,6993,73,4666,102,0,0,0,0
2007,Guanajuato,4100004,Ex-Convento Agustino de Fray Juan de Sahagún,0,0,0,0,0,0,0,0,2,0,12,0,4,0,1,0,3,0,0,0,8,0,5,0
2007,Guerrero,2300700,Museo Regional de Guerrero,8898,12,10234,18,13908,34,13179,19,11508,38,8381,14,6459,14,8380,21,14258,3,9473,2,7290,15,1407,10
2007,Guerrero,2401700,Museo Guillermo Spratling,796,278,848,259,1890,136,849,233,1066,137,1418,101,1582,185,1087,125,999,121,640,87,1004,157,1057,84
2007,Guerrero,2401800,"Museo Histórico de Acapulco, Fuerte de San Diego",4005,4626,5785,1840,6684,939,6630,1147,6205,408,4550,104,6250,356,4197,346,3467,277,6619,1768,8936,938,4713,1279
2007,Hidalgo,2402000,Museo Regional de Hidalgo,652,2,0,0,0,0,811,6,489,2,298,1,823,16,119,1,0,0,0,0,60,7,371,2
2007,Hidalgo,2401900,Museo de Actopan,1548,16,2324,12,3325,2,2430,16,1102,6,1118,16,1793,13,1888,15,1119,13,959,10,1645,3,1421,11
2007,Hidalgo,2402000,Museo de la Fotografía,2397,2,2513,57,2451,54,3376,58,2335,30,2281,35,3148,65,2137,57,2523,41,1285,53,2595,53,2560,58
2007,Hidalgo,2402100,Museo Tepeapulco,3269,13,1067,0,1219,0,1109,5,658,0,670,0,1281,10,1144,12,1065,6,799,14,490,7,1548,25
2007,Hidalgo,4100008,Ex - convento de San Andrés Epazoyucan,1251,12,889,11,1493,0,2516,9,2075,0,2075,0,1811,2,2322,0,2007,9,2020,0,2259,0,1901,6
2007,Jalisco,2300800,Museo Regional de Guadalajara,16521,378,25942,1194,26189,1067,44222,4248,19743,1109,18660,2761,27753,4587,16847,2089,17657,3427,17999,3826,22431,3260,20300,4320
2007,Jalisco,2402200,Museo Arqueológico de Ciudad Guzmán,700,0,513,0,377,0,360,0,429,0,402,0,378,14,308,0,542,0,403,0,0,0,0,0
2007,Jalisco,2402400,Museo del Cuale,1011,1354,937,1626,1113,1431,1060,755,672,558,595,542,994,1076,1282,871,936,621,576,526,1131,1198,1062,12234
2007,Jalisco,2402300,"Museo ""Casa Agustín Rivera""",370,0,606,0,694,0,375,0,283,0,390,0,591,0,585,0,270,0,0,0,0,0,0,0
2007,Michoacán,2300900,"Museo Regional Michoacano ""Dr. Nicolás León Calderón""",1235,146,1846,210,2002,83,3088,126,3700,162,3988,198,2421,93,1325,69,1148,44,2554,34,2865,20,2084,53
2007,Michoacán,2402500,Museo de Artes y Oficios de Pátzcuaro,1554,434,1684,266,2264,392,2282,159,2982,242,2477,129,1383,591,1487,272,954,99,2209,166,2825,405,1471,175
2007,Michoacán,2600400,Museo Casa de Morelos,1903,130,921,84,1521,0,6062,170,1030,42,1351,57,2033,123,1418,68,7054,48,2976,75,1413,0,1777,0
2007,Michoacán,2402600,Museo de la Estampa Ex Convento de Santa María Magdalena,617,28,368,22,569,18,1452,58,548,19,0,0,0,0,0,0,1214,24,779,25,1070,38,923,31
2007,Michoacán,4100015,Templo de Tupátaro,2038,227,0,0,0,0,2473,74,1136,57,1057,251,2730,138,1416,138,668,72,801,0,2442,0,2822,0
2007,Morelos,2301000,Museo Regional Cuauhnáhuac,12494,2536,13028,1543,16801,2644,16723,1979,11816,1359,16771,1880,29947,3764,21991,3158,17156,1411,17948,1465,14555,692,21640,2633
2007,Morelos,2402800,"Museo Histórico del Oriente de Morelos ""Casa de Morelos""",1204,3,1463,1,1109,0,1538,5,849,3,1034,5,1217,5,951,6,1451,3,1743,2,1775,3,1870,5
2007,Morelos,2402700,Jardín Etnobotánico y Museo de Medicina Tradicional y Herbolaria,1781,292,1538,164,2297,198,1199,109,1672,143,1911,29,2240,226,1546,134,1874,48,2965,31,2580,53,2261,29
2007,Morelos,2700300,Museo y Centro de Documentación Histórica Ex Convento de Tepoztlán,6993,669,9231,1105,8832,788,14088,824,7986,598,9540,0,15379,390,14517,276,7097,53,9411,52,10219,95,4063,93
2007,Nayarit,2301100,Museo Regional de Nayarit,612,22,696,117,2568,60,1803,55,1142,36,1454,37,1286,21,867,28,843,15,1444,5,1068,19,1447,29
2007,Nayarit,2402900,Museo Local de Antropología e Historia de Compostela,788,204,0,0,1089,181,531,44,680,82,598,77,604,104,220,7,441,24,236,10,228,18,248,18
2007,Nuevo León,2301200,"Museo Regional de Nuevo León ""Ex Obispado""",2897,153,3730,117,4614,211,4937,115,4225,99,3337,106,3521,26,2397,218,3446,88,2547,80,3669,66,2026,60
2007,Oaxaca,2301300,Museo de las Culturas de Oaxaca,6124,1858,6781,2405,8832,3116,13203,2508,7811,1668,7825,1369,12472,2802,7203,3558,5595,1467,6380,2767,8138,4454,12010,3632
2007,Oaxaca,2600500,Museo Casa de Juárez,382,156,487,104,941,87,1524,61,989,58,833,66,1506,188,830,93,488,41,467,31,1001,162,1504,271
2007,Oaxaca,2403000,Sala Homenaje a Juárez,403,18,684,101,1549,132,1274,0,352,14,670,96,1524,222,453,21,254,14,627,10,950,75,1905,205
2007,Oaxaca,4100005,Ex-Convento de Coixtlahuaca,105,0,165,6,246,16,90,4,270,5,128,20,28,4,117,12,81,10,250,6,106,12,209,19
2007,Oaxaca,4100006,Ex-Convento de Cuilapan,1306,93,1580,203,1763,153,3295,249,1835,43,1510,36,3072,99,1950,225,1482,57,1510,182,2127,393,0,0
2007,Oaxaca,4100011,Ex-Convento de Santo Domingo Yanhuitlán,189,9,477,0,350,8,947,9,855,6,413,6,561,35,243,10,201,4,408,0,355,86,412,22
2007,Oaxaca,4100012,Ex-Convento de Teposcolula,410,21,432,4,159,8,278,7,323,2,279,25,458,32,285,6,121,0,311,6,296,7,349,15
2007,Puebla,2301400,Museo Regional de Puebla,4625,125,2184,33,5572,23,4073,61,2275,14,3486,23,3705,85,2487,68,1975,20,3305,0,2823,0,3695,0
2007,Puebla,2403300,Museo de la No Intervención Fuerte de Loreto,5703,0,8811,29,11994,73,7520,7,10082,14,8179,95,8764,19,4549,71,3274,120,3298,13,4839,29,7920,531
2007,Puebla,2403100,Museo de Arte Religioso de Santa Mónica,1705,88,1557,170,1377,159,2256,207,1764,0,1017,143,2209,124,1451,115,1227,29,0,0,986,4,0,0
2007,Puebla,2403200,Museo de la Evangelización,1987,25,2271,47,2365,55,2219,45,1517,32,2148,80,2241,53,2022,74,1499,63,2334,81,2218,85,3087,68
2007,Puebla,2403400,Museo del Valle de Tehuacán,475,3,335,0,550,0,628,0,400,0,552,0,591,0,469,0,616,0,574,0,1864,0,498,0
2007,Puebla,4100003,Casa del Dean,316,139,251,110,232,140,283,165,316,144,279,134,437,148,541,134,265,199,345,194,312,168,368,129
2007,Puebla,4100017,Casa de la Palestina,24,0,29,0,15,0,20,0,14,0,15,0,20,0,21,0,23,0,14,0,22,0,22,0
2007,Puebla,4100013,Ex-Convento Franciscano de Tecalli,2244,0,2264,65,2546,12,4310,82,3506,88,2743,157,4720,109,2417,49,1457,0,1734,13,2461,34,2645,35
2007,Puebla,4100009,Ex-Convento de San Francisco Huaquechula,290,11,331,8,400,1,381,0,301,0,178,1,260,9,278,7,307,0,429,0,2721,59,178,4
2007,Puebla,4100010,Ex-Convento de San Francisco Tecamachalco,351,0,299,0,615,0,444,0,230,0,333,0,133,0,198,0,117,0,517,0,194,0,149,0
2007,Puebla,4100014,Fuerte de Guadalupe,4970,123,6037,19,5559,39,7856,97,5956,59,5077,42,7319,259,8236,66,3711,18,4411,69,5065,78,5529,154
2007,Querétaro,2301500,Museo Regional de Querétaro,5991,516,6995,533,8103,548,10298,369,7242,265,5772,184,11112,456,9805,404,5354,288,7433,250,8681,256,6248,232
2007,Quintana Roo,2403500,Museo Maya de Cancún con Z. A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,San Luis Potosí,2301600,Museo Regional Potosino,2762,120,2675,90,4256,86,3029,49,2336,2,2091,0,4387,0,3629,0,3508,8,2982,0,2919,3,2487,0
2007,Sinaloa,2403600,Museo Arqueológico de Mazatlán,0,0,0,0,0,0,0,0,206,20,920,66,341,92,406,128,317,49,696,131,718,136,718,136
2007,Sonora,2301700,Museo Regional de Sonora,2518,47,2712,13,4228,57,3714,211,1863,47,1931,156,1968,35,1755,30,1336,40,2754,37,2650,33,2520,70
2007,Tabasco,2403700,Museo de Oxolotán,592,0,508,0,944,0,1614,0,549,0,521,0,687,0,802,0,531,0,435,0,172,0,0,0
2007,Tamaulipas,2403800,Museo de la Cultura Huasteca,0,0,1939,75,2538,99,2497,51,1856,15,2070,18,1080,52,1368,70,4367,30,2531,18,1513,51,1209,22
2007,Tlaxcala,2301800,Museo Regional de Tlaxcala,2394,24,2256,59,2471,18,2091,22,1896,10,1683,30,2186,21,2627,34,2148,30,2414,28,2757,28,1556,4
2007,Veracruz,2404200,Museo Local Tuxteco,609,84,380,28,638,54,981,45,599,7,586,23,870,3,472,36,501,2,457,7,585,0,716,37
2007,Veracruz,2403900,Museo Baluarte de Santiago,1683,83,2069,94,1603,76,2519,74,1824,46,1473,59,3198,115,2288,51,1192,41,1464,25,1481,79,1940,71
2007,Veracruz,2404100,Museo del Fuerte de San Juan de Ulúa,18716,747,16111,396,22016,285,42408,311,27222,130,40422,230,47060,150,25536,229,8143,196,8835,206,14488,461,37216,189
2007,Veracruz,2502900,Museo de Sitio de El Zapotal,252,2,207,0,272,0,304,0,312,0,171,0,206,0,126,0,88,0,440,0,301,0,249,0
2007,Veracruz,2503200,Museo de Sitio de Tres Zapotes con Zona Arqueológica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,23,187,5,246,6,564,5,670,38
2007,Veracruz,2404000,Museo de Palmillas,235,5,267,2,149,11,271,4,110,0,295,3,224,0,250,16,247,6,223,0,0,0,538,4
2007,Yucatán,2301900,"Museo Regional de Yucatán ""Palacio Cantón""",7210,2372,5906,2156,7048,2100,9579,1949,5669,1356,5708,1039,10850,3103,10975,1257,7978,936,7215,1256,6790,1729,10228,2132
2007,Yucatán,2404300,"Pinacoteca del Estado ""Juan Gamboa Guzmán""",190,60,193,41,268,41,212,25,246,19,251,26,576,40,239,18,302,12,256,15,359,12,233,36
2007,Zacatecas,2302000,Museo de Guadalupe,3213,63,2691,203,5088,203,7784,111,5429,196,4775,154,8228,148,3786,174,3216,71,3618,81,3525,79,4034,58
2006,Aguascalientes,2300100,Museo Regional de Historia de Aguascalientes,2114,44,2454,50,3192,67,3970,105,2738,62,1822,113,2572,183,1813,119,1328,41,2968,39,2529,61,1953,80
2006,Baja California,2400100,"Museo Histórico Regional, Ex Cuartel de la Compañía Fija",356,90,378,81,285,115,241,26,479,97,330,50,545,95,742,143,412,104,458,80,383,113,210,51
2006,Baja California Sur,2300200,Museo Regional de Antropología e Historia de Baja California Sur,1122,1435,1122,1435,1155,871,885,321,1160,383,1137,305,1204,358,1308,462,834,285,1256,309,1175,839,652,628
2006,Baja California Sur,2400200,Museo de Las Misiones Jesuíticas,807,791,807,791,1016,987,1825,520,374,207,526,172,945,132,879,202,246,96,633,128,554,357,840,553
2006,Baja California Sur,2400300,Museo de las Pinturas Rupestres de San Ignacio,226,120,226,120,135,276,615,101,106,35,132,38,196,86,288,64,61,25,173,27,226,118,184,70
2006,Baja California Sur,4100016,Misión de San Francisco Javier,382,265,382,265,552,383,808,337,314,174,81,65,550,113,516,315,124,44,191,111,549,266,317,167
2006,Campeche,2400500,"Museo de Arquitectura Maya, Baluarte de la Soledad",2368,314,2528,390,2387,347,5051,625,2764,316,2913,192,3958,263,2752,471,1182,141,1764,202,2342,368,1246,578
2006,Campeche,2400400,Museo de Arqueología Maya Fuerte de San Miguel,4330,983,5373,1004,4527,877,12809,878,5919,456,4250,454,9821,522,5714,1215,3659,451,4315,293,3720,683,2423,1745
2006,Campeche,2400600,Museo de Arqueología Maya del Camino Real de Hecelchakán,283,35,497,15,193,105,720,20,252,9,263,45,343,19,136,37,139,0,324,0,251,17,101,82
2006,Campeche,2400700,Museo de Arqueología Subacuática Fuerte de San José El Alto,2745,52,2641,63,2388,86,6144,79,2890,34,3245,72,4467,97,3601,123,1935,54,2204,55,1967,75,797,672
2006,Chiapas,2300500,Museo Regional de Chiapas,5772,274,5519,116,4607,99,10266,41,5912,39,4256,44,3779,163,2763,0,2521,0,4961,0,2019,328,2910,17
2006,Chiapas,2401000,Museo de los Altos de Chiapas,1931,326,1295,370,686,108,2387,344,2112,234,1924,156,2557,362,2963,566,1462,213,1631,243,3297,25,1793,244
2006,Chiapas,2400900,Museo Arqueológico del Soconusco,722,103,813,78,994,70,1304,91,934,51,796,36,661,73,702,42,279,19,573,50,948,105,889,170
2006,Chiapas,2400800,Museo Arqueológico de Comitán,439,19,589,38,560,57,642,35,1320,17,877,25,983,31,793,13,1120,34,500,8,726,34,490,20
2006,Chihuahua,2401100,Museo de la Revolución en la Frontera,4977,322,6152,372,5590,310,3864,3068,6818,253,8105,483,8253,383,4352,235,7431,411,11215,478,9493,309,8054,230
2006,Ciudad de México,2100100,Museo Nacional de Antropología,135390,28230,160864,28989,100250,32903,94971,31603,55602,19430,54096,18802,36466,22554,35111,24770,112801,16803,118398,17785,102828,27936,110534,16115
2006,Ciudad de México,2100200,Museo Nacional de Historia,135427,1616,134893,1708,177145,2139,180741,2653,73464,2759,63554,2109,106942,5167,64011,2631,114975,2159,105936,2798,96093,3272,78708,1986
2006,Ciudad de México,2100300,Museo Nacional de las Culturas del Mundo,19173,2130,20088,2232,19638,2182,16704,1856,11390,1266,11979,1331,8410,935,9810,1090,14829,1648,20110,2235,13349,1483,9732,1081
2006,Ciudad de México,2100400,Museo Nacional de las Intervenciones,9779,57,12994,67,17337,74,12946,62,12124,31,6149,50,1866,77,2810,93,8206,62,8384,53,12433,57,7965,41
2006,Ciudad de México,2600100,Museo Casa Carranza,1360,7,2055,3,1816,7,1654,13,2199,6,1237,10,1434,5,1703,10,1777,14,2431,33,3085,27,1290,19
2006,Ciudad de México,2200200,Museo de El Carmen,2927,46,5828,20,4002,150,5039,50,4459,69,958,91,1978,228,4674,271,4315,205,7933,501,3135,68,1203,67
2006,Ciudad de México,2200100,Galería de Historia,31176,9,29740,6,32091,0,32577,3,16448,0,8641,0,11440,0,7171,0,23750,1,25958,0,21445,0,14461,0
2006,Ciudad de México,2500500,Museo del Templo Mayor,37905,7774,40484,8464,35830,6547,41349,6575,24294,5521,20445,6213,27981,7986,21278,6652,31622,5987,60198,11859,63531,10980,38589,4524
2006,Ciudad de México,2700100,"Centro Comunitario Culhuacán, Ex Convento de San Juan Evangelista",2191,4,1883,2,2107,0,2439,0,1475,0,2551,2,1098,0,1105,1,1928,0,2342,0,5561,0,12093,0
2006,Coahuila,2300300,Museo Regional de la Laguna,1804,25,3311,36,4288,29,4873,58,3685,12,3145,22,2739,48,3881,21,2207,8,5611,10,2195,32,3502,14
2006,Colima,2300400,Museo Regional de Historia de Colima,878,847,826,1005,1425,903,1327,132,545,37,635,37,1532,151,1187,58,1481,32,1079,83,1765,685,1196,834
2006,Estado de México,2100500,Museo Nacional del Virreinato,14617,677,18738,655,22231,548,25560,613,13366,373,14497,427,12366,525,13316,620,19727,484,18371,533,26627,690,16990,442
2006,Estado de México,2501000,Museo Prehistórico de Tepexpan,1246,48,2393,7,6134,3,5823,5,1903,2,1196,16,470,20,0,0,2014,5,4410,13,3654,2,4334,11
2006,Estado de México,2600200,Museo Virreinal de Acolman,4789,402,10213,301,12532,260,20140,530,7271,274,4511,185,3238,396,4008,446,3698,294,6932,274,10109,259,10256,232
2006,Estado de México,2700200,Centro Comunitario Ecatepec Casa de Morelos,1925,0,3026,0,2927,0,1794,0,2423,0,1993,0,1599,0,1574,0,8169,0,3326,0,4651,0,2704,0
2006,Estado de México,4100007,Ex-Convento de Oxtotipac,208,10,333,40,210,0,226,0,177,0,252,0,0,0,269,40,450,32,278,3,212,24,0,0
2006,Estado de México,4100002,Capilla Abierta del Templo de Calimaya,377,0,323,0,0,0,0,0,225,0,0,0,357,0,137,0,137,0,154,0,254,0,0,0
2006,Estado de México,4100001,Capilla Abierta de Tlalmanalco,807,0,387,0,274,0,921,3,334,0,296,0,263,0,327,0,0,0,872,0,408,0,791,0
2006,Guanajuato,2300600,Museo Regional de Guanajuato Alhóndiga de Granaditas,9945,888,13612,779,33534,944,32754,493,17521,382,19786,300,23111,657,15035,434,11404,309,22758,547,17553,520,15091,539
2006,Guanajuato,2401300,Museo Casa del Dr. José María Luis Mora,550,0,810,10,815,10,834,20,700,6,730,0,780,20,709,0,800,10,820,0,825,0,762,0
2006,Guanajuato,2401400,Museo Ex Convento Agustino de San Pablo,768,37,783,20,1056,34,1679,60,880,27,705,52,1601,90,969,42,598,30,912,20,836,20,1260,265
2006,Guanajuato,2401200,"Museo Casa de Hidalgo ""La Francia Chiquita""",451,40,420,13,835,11,693,3,417,8,507,27,461,13,509,8,1324,4,729,11,235,6,242,19
2006,Guanajuato,2401600,Museo Local de Valle de Santiago,710,5,740,7,730,2,855,20,700,10,527,5,650,40,385,0,553,0,528,0,458,2,760,110
2006,Guanajuato,2401500,Museo Histórico de San Miguel de Allende,3560,635,3475,675,3642,654,4180,580,3608,475,3140,385,4369,340,3713,470,2883,450,2890,630,3463,365,4635,312
