anio,estado,clave_siinah,recinto,enero_nac,enero_ext,febrero_nac,febrero_ext,marzo_nac,marzo_ext,abril_nac,abril_ext,mayo_nac,mayo_ext,junio_nac,junio_ext,julio_nac,julio_ext,agosto_nac,agosto_ext,septiembre_nac,septiembre_ext,octubre_nac,octubre_ext,noviembre_nac,noviembre_ext,diciembre_nac,diciembre_ext
2024,Hidalgo,2402100,Museo Tepeapulco,803,7,757,4,685,7,805,7,721,6,772,3,816,14,979,7,815,5,934,5,942,10,863,10
2024,Hidalgo,4100008,Ex - convento de San Andrés Epazoyucan,641,0,781,0,1344,0,672,0,688,0,836,0,739,0,666,10,861,0,618,0,683,1,916,0
2024,Jalisco,2300800,Museo Regional de Guadalajara,7168,204,5987,473,9459,425,14441,301,7396,221,6735,234,7661,310,8750,256,7433,157,7067,243,9827,457,6275,315
2024,Jalisco,2402200,Museo Arqueológico de Ciudad Guzmán,0,0,227,0,0,0,20,0,161,0,203,0,217,0,153,0,102,0,75,0,170,0,209,0
2024,Jalisco,2402400,Museo del Cuale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Jalisco,2402300,"Museo ""Casa Agustín Rivera""",303,0,234,3,338,2,20,0,319,0,365,0,450,9,444,0,429,0,0,0,316,18,323,0
2024,Michoacán,2300900,"Museo Regional Michoacano ""Dr. Nicolás León Calderón""",986,21,863,60,2140,72,1088,37,1379,38,924,36,1125,79,967,28,1043,24,669,51,807,31,596,34
2024,Michoacán,2402500,Museo de Artes y Oficios de Pátzcuaro,875,57,1283,108,2396,105,902,85,1088,35,1018,34,1780,66,1250,71,584,11,1662,48,2041,179,1422,38
2024,Michoacán,2600400,Museo Casa de Morelos,612,25,707,21,879,39,900,29,722,17,767,19,990,41,1000,15,2002,16,1458,10,1061,33,810,25
2024,Michoacán,2402600,Museo de la Estampa Ex Convento de Santa María Magdalena,1573,12,1403,17,1933,19,1560,12,1240,8,1655,17,1938,19,1890,23,1453,8,2006,7,1833,20,1520,5
2024,Michoacán,4100015,Templo de Tupátaro,548,36,797,25,1000,42,912,28,656,15,940,52,1355,17,1211,84,564,34,740,42,1390,341,794,57
2024,Morelos,2301000,Museo Regional Cuauhnáhuac,10001,905,8459,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Morelos,2402800,"Museo Histórico del Oriente de Morelos ""Casa de Morelos""",514,3,271,0,640,1,417,0,253,0,355,0,424,7,363,0,342,0,267,0,373,6,384,0
2024,Morelos,2402700,Jardín Etnobotánico y Museo de Medicina Tradicional y Herbolaria,1596,45,1153,47,1312,64,1004,38,972,0,714,1,639,331,1013,128,343,22,0,0,992,12,603,6
2024,Morelos,2700300,Museo y Centro de Documentación Histórica Ex Convento de Tepoztlán,8258,698,7559,528,5722,378,6676,555,6331,339,6498,441,8907,485,8892,421,5998,250,5180,670,9479,465,7943,447
2024,Morelos,2301000,Museo Regional de los Pueblos de Morelos,0,0,0,0,11701,1235,7972,793,12132,477,7922,745,11419,873,9868,775,749,11,5216,453,8105,796,7644,814
2024,Nayarit,2301100,Museo Regional de Nayarit,596,49,426,50,905,30,1111,44,970,15,1295,29,859,65,753,30,872,14,790,15,467,19,541,46
2024,Nayarit,2402900,Museo Local de Antropología e Historia de Compostela,211,67,279,155,375,52,155,32,277,8,145,19,237,18,207,7,108,2,211,6,225,20,182,26
2024,Nuevo León,2301200,"Museo Regional de Nuevo León ""Ex Obispado""",1353,21,1547,11,2551,36,1411,17,1173,18,852,13,1893,15,1703,31,0,0,0,0,0,0,36,0
2024,Oaxaca,2301300,Museo de las Culturas de Oaxaca,10214,6291,8897,6863,11967,6110,10437,3977,9558,3193,9833,2444,17501,3465,11781,3746,8530,2361,9640,4683,11768,7219,13740,4948
2024,Oaxaca,2600500,Museo Casa de Juárez,1195,271,1014,250,1891,206,1020,97,498,43,0,0,0,0,0,0,0,0,0,0,0,0,1241,105
2024,Oaxaca,2403000,Sala Homenaje a Juárez,53,0,1069,76,1301,40,857,26,0,0,920,53,2864,124,1134,155,1061,42,887,48,1146,43,1056,76
2024,Oaxaca,4100005,Ex-Convento de Coixtlahuaca,312,11,158,4,222,6,212,8,238,5,292,2,394,23,282,2,198,2,239,0,257,2,422,4
2024,Oaxaca,4100006,Ex-Convento de Cuilapan,2495,192,2742,194,3253,129,2424,90,1393,59,1327,57,4495,63,1960,92,1567,41,2092,160,1836,150,2296,121
2024,Oaxaca,4100011,Ex-Convento de Santo Domingo Yanhuitlán,906,57,585,31,1295,26,1120,3,1239,21,671,18,1158,16,922,26,650,7,858,18,1163,47,1225,17
2024,Oaxaca,4100012,Ex-Convento de Teposcolula,532,5,323,8,656,5,378,2,1086,15,334,3,464,6,419,7,302,0,327,12,295,6,452,4
2024,Puebla,2301400,Museo Regional de Puebla,1863,35,1687,50,3082,34,245,4,329,3,3007,18,2293,13,2072,13,2201,16,1793,35,2068,28,2017,22
2024,Puebla,2403300,Museo de la No Intervención Fuerte de Loreto,3729,234,3541,272,6328,191,4252,189,3137,126,3636,194,4325,2329,5876,177,3391,126,2501,212,3001,75,3585,156
2024,Puebla,2403100,Museo de Arte Religioso de Santa Mónica,777,37,1081,10,1219,38,1092,35,1018,23,953,9,1406,32,1256,19,918,11,1696,19,1212,49,793,43
2024,Puebla,2403200,Museo de la Evangelización,608,0,737,0,1413,0,1261,0,989,0,1099,0,1420,0,2489,0,1186,0,1239,0,1774,0,1746,0
2024,Puebla,2403400,Museo del Valle de Tehuacán,323,0,581,0,1988,0,664,0,633,0,543,0,757,0,1048,0,546,0,491,0,711,0,717,0
2024,Puebla,4100003,Casa del Dean,932,73,759,53,723,44,841,38,862,43,475,7,576,34,519,7,413,12,619,9,464,58,392,31
2024,Puebla,4100017,Casa de la Palestina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Puebla,4100013,Ex-Convento Franciscano de Tecalli,2058,13,1846,49,3151,10,1775,14,1293,10,1584,10,2952,35,2331,10,2100,2,1571,11,1841,15,1721,7
2024,Puebla,4100009,Ex-Convento de San Francisco Huaquechula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Puebla,4100010,Ex-Convento de San Francisco Tecamachalco,124,0,82,0,129,0,44,0,0,0,153,0,379,0,360,0,355,0,378,0,284,0,502,0
2024,Puebla,4100014,Fuerte de Guadalupe,1095,38,972,17,1718,26,765,12,813,15,915,22,2288,44,3223,18,742,12,0,0,0,0,0,0
2024,Puebla,4100015,Museo de Tehuacán el Viejo con zona arqueológica,1105,38,757,101,1107,39,823,18,679,27,770,18,1213,34,1237,16,623,29,1342,30,947,56,1603,31
2024,Puebla,4100016,Museo de sitio de Teteles del Santo Nombre con zona arqueológica,545,15,381,4,652,0,451,5,303,0,260,0,592,0,482,1,300,0,629,0,359,0,558,9
2024,Querétaro,2301500,Museo Regional de Querétaro,4891,258,5387,340,6457,333,6447,179,6842,164,6419,181,6970,300,6311,220,4707,180,8149,266,6253,365,4600,232
2024,Quintana Roo,2403500,Museo Maya de Cancún con Z. A,2808,3402,2628,3316,3056,2949,3454,2449,2661,1843,2945,1670,306,201,2338,1556,1950,1030,2612,1486,2194,1685,2834,2847
2024,San Luis Potosí,2301600,Museo Regional Potosino,1044,104,1330,107,1915,113,1549,92,2327,57,1110,143,1716,184,1512,144,2072,49,1591,96,1462,118,1311,203
2024,Sinaloa,2403600,Museo Arqueológico de Mazatlán,650,64,431,56,556,72,1237,450,309,51,834,45,1125,85,1491,17,680,56,680,0,0,0,487,0
2024,Sonora,2301700,Museo Regional de Sonora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Tabasco,2403700,Museo de Oxolotán,459,0,249,0,576,0,367,13,217,0,238,0,382,0,747,0,361,0,310,0,94,0,0,0
2024,Tamaulipas,2403800,Museo de la Cultura Huasteca,386,3,926,6,741,0,579,9,480,1,231,2,286,0,477,0,552,2,337,0,319,0,134,2
2024,Tlaxcala,2301800,Museo Regional de Tlaxcala,1888,21,1800,39,1373,5,2564,6,1482,15,1270,6,1898,22,2674,26,1659,27,1898,9,2374,8,1246,24
2024,Veracruz,2404200,Museo Local Tuxteco,60,2,409,12,392,1,469,8,269,0,278,3,516,20,522,19,452,13,437,7,636,7,704,12
2024,Veracruz,2403900,Museo Baluarte de Santiago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Veracruz,2404100,Museo del Fuerte de San Juan de Ulúa,11731,178,16849,272,15932,221,27625,444,18434,129,16216,204,18413,133,29125,175,10841,152,9475,136,13098,273,13173,235
2024,Veracruz,2502900,Museo de Sitio de El Zapotal,102,0,38,0,98,0,71,0,69,0,50,0,101,0,109,0,52,0,186,0,89,0,0,0
2024,Veracruz,2503200,Museo de Sitio de Tres Zapotes con Zona Arqueológica,257,20,572,6,352,19,500,6,411,1,121,5,415,1,327,3,282,8,230,1,269,8,356,6
2024,Veracruz,2404000,Museo de Palmillas,33,0,49,0,95,0,46,0,31,0,16,0,132,0,15,0,33,0,65,0,83,0,93,0
2024,Yucatán,2301900,"Museo Regional de Yucatán ""Palacio Cantón""",4926,1870,3664,2093,5451,1559,3943,853,4908,762,4542,777,5560,908,6353,904,4652,819,919,0,184,0,3669,1378
2024,Yucatán,2404300,"Pinacoteca del Estado ""Juan Gamboa Guzmán""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Yucatán,0,Gran Museo de Chichén Itzá,0,0,0,0,1099,185,752,102,569,138,449,111,346,103,139,73,78,17,345,87,307,203,482,174
2024,Zacatecas,2302000,Museo de Guadalupe,1108,20,1677,30,2891,57,1929,28,1999,11,1616,27,12757,59,2026,22,1563,15,2717,32,2189,32,1976,36
2023,Aguascalientes,2300100,Museo Regional de Historia de Aguascalientes,1703,47,2660,40,2558,43,2709,29,1407,15,1294,29,1650,46,1463,43,1060,19,2489,51,2566,34,1367,27
2023,Baja California,2400100,"Museo Histórico Regional, Ex Cuartel de la Compañía Fija",650,138,551,187,617,153,874,173,640,123,994,195,1367,162,1069,222,706,103,1007,167,1246,292,873,289
2023,Baja California Sur,2300200,Museo Regional de Antropología e Historia de Baja California Sur,2003,808,1176,827,1027,649,1301,347,1442,240,1811,346,1783,211,1193,283,831,112,1034,342,1872,631,1281,773
2023,Baja California Sur,2400200,Museo de Las Misiones Jesuíticas,845,217,903,544,988,240,1563,265,773,47,730,53,962,89,1068,64,1024,55,912,103,933,233,1155,538
2023,Baja California Sur,2400300,Museo de las Pinturas Rupestres de San Ignacio,164,0,0,0,255,197,200,0,0,0,115,11,0,0,0,0,0,0,37,0,6,0,133,0
2023,Baja California Sur,4100016,Misión de San Francisco Javier,1546,1179,894,1352,820,1150,1615,887,637,269,507,72,1218,285,1965,221,774,150,733,266,807,275,3794,375
2023,Campeche,2400500,"Museo de Arquitectura Maya, Baluarte de la Soledad",1972,652,1247,513,1823,486,2089,752,1301,382,642,251,1750,457,1933,623,626,255,1693,404,3015,527,1961,1032
2023,Campeche,2400400,Museo de Arqueología Maya Fuerte de San Miguel,3481,535,2651,735,3431,574,5106,400,2225,168,1928,153,5435,356,3889,462,2328,107,3187,296,3003,709,5058,447
2023,Campeche,2400600,Museo de Arqueología Maya del Camino Real de Hecelchakán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Campeche,2400700,Museo de Arqueología Subacuática Fuerte de San José El Alto,1897,101,1780,82,2047,76,3083,82,1729,18,1172,31,2288,40,2129,47,1269,22,1705,34,1458,126,2731,91
2023,Chiapas,2300500,Museo Regional de Chiapas,1437,52,2728,54,2626,61,2994,50,2164,27,2540,16,3074,73,2730,37,2142,25,1876,20,2544,39,1738,84
2023,Chiapas,2401000,Museo de los Altos de Chiapas,2315,798,2046,373,2329,454,2143,342,1848,297,3552,75,1975,273,1912,335,0,0,0,0,1146,294,1264,329
2023,Chiapas,2400900,Museo Arqueológico del Soconusco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Chiapas,2400800,Museo Arqueológico de Comitán,819,57,644,33,314,34,591,24,492,21,747,30,732,27,77,30,392,29,763,29,565,0,663,36
2023,Chihuahua,2401100,Museo de la Revolución en la Frontera,2321,131,2301,120,3754,166,3428,234,4232,197,3368,238,2224,242,2104,208,2551,214,3036,178,5063,206,1345,54
2023,Ciudad de México,2100100,Museo Nacional de Antropología,139532,35880,140393,29932,158600,28138,215784,28525,115226,21019,107281,18092,125777,22818,130488,28712,171888,24995,318236,39942,314596,50965,324831,44702
2023,Ciudad de México,2100200,Museo Nacional de Historia,164739,24351,148266,20994,132658,21340,266236,22365,134626,19362,142993,20790,157910,21902,249822,21969,202899,19631,179792,21855,254606,30158,156931,20630
2023,Ciudad de México,2100300,Museo Nacional de las Culturas del Mundo,27788,6441,19892,5071,12881,4447,18438,5239,11281,3530,9527,3347,13458,3979,14316,3602,18821,3625,24191,4675,19027,3923,14600,4079
2023,Ciudad de México,2100400,Museo Nacional de las Intervenciones,7682,74,9939,76,9305,104,7436,128,5805,87,4476,80,3188,133,4054,64,5845,41,9838,96,9358,106,6118,125
2023,Ciudad de México,2600100,Museo Casa Carranza,5432,4,17382,0,18679,2,37490,7,6455,0,6164,2,6531,4,4934,0,3655,2,4588,0,5402,9,2468,14
2023,Ciudad de México,2200200,Museo de El Carmen,2965,167,2755,148,3173,179,5382,198,3789,123,3920,133,5848,289,3985,154,4096,136,7246,116,5487,243,3413,204
2023,Ciudad de México,2200100,Galería de Historia,0,0,2636,0,6485,22,16242,0,11119,0,7001,0,7210,0,7791,0,12788,0,18641,0,8268,0,7164,0
2023,Ciudad de México,2500500,Museo del Templo Mayor,53193,8459,55648,8352,37997,10139,47213,7958,28259,6252,25738,5533,34482,7755,29773,6610,33002,5335,35470,7918,33740,9038,30142,9788
2023,Ciudad de México,2700100,"Centro Comunitario Culhuacán, Ex Convento de San Juan Evangelista",2311,3,2716,3,3725,10,4045,4,3462,0,6715,0,3972,0,4057,3,4247,7,4212,1,6274,3,2081,6
2023,Coahuila,2300300,Museo Regional de la Laguna,1664,0,2272,7,3453,13,3896,7,1611,0,4406,10,8973,5,4179,7,5439,13,3797,8,1989,0,2764,294
2023,Colima,2300400,Museo Regional de Historia de Colima,321,177,645,28,1010,20,939,1,748,109,409,0,744,1,649,2,760,0,612,7,1363,122,630,19
2023,Estado de México,2100500,Museo Nacional del Virreinato,12922,233,12363,261,13252,310,20920,461,15443,461,12936,179,14690,194,13054,231,9912,146,13629,289,13020,306,11225,201
2023,Estado de México,2501000,Museo Prehistórico de Tepexpan,360,0,203,0,153,0,237,0,151,0,198,0,244,1,312,10,458,1,746,1,460,10,348,0
2023,Estado de México,2600200,Museo Virreinal de Acolman,2254,77,2529,0,2778,0,3608,86,3422,0,1759,90,3639,50,2922,37,2282,14,2767,59,3176,87,3914,63
2023,Estado de México,2700200,Centro Comunitario Ecatepec Casa de Morelos,1266,0,1067,0,1241,0,2908,0,1427,0,2280,0,3090,0,1387,0,3162,0,3339,0,2352,0,1311,0
2023,Estado de México,2500800,Museo de Murales Teotihuacanos Beatriz de la Fuente,1006,644,731,753,903,377,864,556,988,500,638,409,635,385,703,475,629,0,616,506,731,527,815,566
2023,Estado de México,4100007,Ex-Convento de Oxtotipac,126,0,326,0,745,0,686,0,624,0,734,0,855,0,882,0,641,0,734,0,478,0,777,0
2023,Estado de México,4100002,Capilla Abierta del Templo de Calimaya,220,0,770,0,584,0,1754,2,73,0,1057,0,240,0,193,0,239,0,374,0,243,0,253,0
2023,Estado de México,4100001,Capilla Abierta de Tlalmanalco,631,0,395,0,585,0,579,0,553,0,755,0,990,0,977,0,1113,0,943,0,953,0,1001,0
2023,Guanajuato,2300600,Museo Regional de Guanajuato Alhóndiga de Granaditas,7359,1096,7911,1142,9704,1184,12564,1422,7470,901,9406,1135,12847,2018,12082,1406,9852,720,11332,1178,12700,1349,14355,1269
2023,Guanajuato,2401300,Museo Casa del Dr. José María Luis Mora,786,0,662,0,750,0,522,0,502,0,439,0,0,0,822,0,471,0,501,0,622,0,460,0
2023,Guanajuato,2401400,Museo Ex Convento Agustino de San Pablo,1016,69,1077,1,1231,49,1767,36,1103,6,1110,66,1982,68,1652,15,1078,39,1439,38,1340,14,1747,167
2023,Guanajuato,2401200,"Museo Casa de Hidalgo ""La Francia Chiquita""",0,0,0,0,0,0,0,0,0,0,0,0,284,0,675,0,791,0,219,6,181,0,339,8
2023,Guanajuato,2401500,Museo Histórico de San Miguel de Allende,5982,128,4302,124,4448,156,6251,127,3731,106,4141,100,5009,112,6336,92,4161,64,4260,71,4986,68,5898,136
2023,Guanajuato,2600300,Casa de Hidalgo,1901,139,2119,137,3339,120,4189,86,2504,36,2318,62,4173,83,2995,57,4372,74,2819,53,3639,76,3658,85
2023,Guanajuato,4100004,Ex-Convento Agustino de Fray Juan de Sahagún,92,0,96,0,171,0,193,0,211,0,200,0,187,0,145,0,179,0,162,0,158,0,293,0
2023,Guerrero,2300700,Museo Regional de Guerrero,3688,0,3134,0,5055,0,4850,0,3630,0,3174,0,2856,0,3054,0,4136,0,4297,0,4266,0,3531,0
2023,Guerrero,2401700,Museo Guillermo Spratling,819,105,689,74,498,53,706,75,598,36,494,54,514,54,729,57,648,63,553,36,748,64,1217,86
2023,Guerrero,2401800,"Museo Histórico de Acapulco, Fuerte de San Diego",2209,1301,1611,1013,1719,567,3202,182,1471,43,1983,76,2954,73,3275,65,1209,40,0,0,0,0,0,0
2023,Hidalgo,2401900,Museo de Actopan,1077,4,1116,6,1049,5,1603,4,1031,4,851,7,2239,28,1348,14,1177,8,1285,29,1320,18,1233,11
2023,Hidalgo,2402000,Museo de la Fotografía,1677,29,2280,28,1712,14,2245,51,1354,14,1542,41,1903,46,1919,25,1756,24,1790,37,1827,44,1457,45
2023,Hidalgo,2402100,Museo Tepeapulco,906,10,791,4,796,5,831,4,718,6,653,5,962,8,828,4,772,3,1029,5,870,4,971,10
2023,Hidalgo,4100008,Ex - convento de San Andrés Epazoyucan,528,0,421,0,401,0,561,0,542,0,540,0,884,0,551,0,459,0,672,0,603,0,858,0
2023,Jalisco,2300800,Museo Regional de Guadalajara,8176,436,9559,385,8732,312,12906,271,8450,215,8057,307,11803,396,12236,269,9246,180,11072,188,10535,289,11723,1517
2023,Jalisco,2402200,Museo Arqueológico de Ciudad Guzmán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Jalisco,2402400,Museo del Cuale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Jalisco,2402300,"Museo ""Casa Agustín Rivera""",440,7,506,0,358,0,283,9,274,0,82,0,0,0,223,0,0,0,303,0,106,2,322,0
2023,Michoacán,2300900,"Museo Regional Michoacano ""Dr. Nicolás León Calderón""",861,27,1447,0,1459,46,1225,37,1074,33,1620,39,1224,68,1726,60,784,46,842,22,1104,78,1187,60
2023,Michoacán,2402500,Museo de Artes y Oficios de Pátzcuaro,971,90,1084,141,1558,121,1389,60,1077,62,990,46,1303,51,941,51,1019,35,1185,54,1344,98,941,33
2023,Michoacán,2600400,Museo Casa de Morelos,1084,0,1071,0,822,31,1082,30,631,13,676,19,1113,12,967,24,2186,6,1601,14,837,62,789,33
2023,Michoacán,2402600,Museo de la Estampa Ex Convento de Santa María Magdalena,1715,0,1834,0,1627,34,4226,31,1407,11,1427,50,2045,22,2074,9,1282,11,1779,15,2530,52,1408,29
2023,Michoacán,4100015,Templo de Tupátaro,1045,15,159,892,979,84,2591,33,644,26,684,44,923,68,974,47,457,14,576,27,992,0,912,77
2023,Morelos,2301000,Museo Regional Cuauhnáhuac,0,0,0,0,0,0,19746,566,10876,474,11666,593,14373,831,11360,735,9342,424,10038,564,9521,833,11605,866
2023,Morelos,2402800,"Museo Histórico del Oriente de Morelos ""Casa de Morelos""",426,3,415,0,360,1,418,0,467,0,379,5,440,0,539,0,507,0,383,0,436,2,307,1
2023,Morelos,2402700,Jardín Etnobotánico y Museo de Medicina Tradicional y Herbolaria,1019,39,1089,62,953,20,1323,0,1345,19,991,34,1331,69,1207,15,684,32,899,29,948,31,785,36
2023,Morelos,2700300,Museo y Centro de Documentación Histórica Ex Convento de Tepoztlán,3143,206,3341,146,2841,190,4478,132,2734,112,5713,398,10736,481,9479,465,3986,361,6492,370,7561,676,9309,519
2023,Nayarit,2301100,Museo Regional de Nayarit,363,29,463,26,577,41,662,8,1934,21,523,23,813,30,745,21,447,15,542,29,911,11,691,42
2023,Nayarit,2402900,Museo Local de Antropología e Historia de Compostela,252,112,300,137,252,83,283,18,183,12,277,14,226,13,233,16,298,16,243,13,661,23,246,41
2023,Nuevo León,2301200,"Museo Regional de Nuevo León ""Ex Obispado""",1719,51,1997,44,1676,89,2639,53,2125,94,1010,28,1380,25,1470,12,1685,10,2501,33,1650,56,1654,39
2023,Oaxaca,2301300,Museo de las Culturas de Oaxaca,6395,4727,5275,5421,7088,4970,12397,3607,9197,2821,9191,2569,17706,3652,13644,3663,9450,2104,10609,3665,12161,5778,16326,4793
2023,Oaxaca,2600500,Museo Casa de Juárez,516,135,417,102,1025,110,953,100,912,63,987,88,2170,70,1698,124,859,56,909,101,1335,164,2107,109
2023,Oaxaca,2403000,Sala Homenaje a Juárez,510,98,362,37,1767,95,1149,78,666,62,595,52,1118,123,848,97,484,54,303,59,554,59,960,62
2023,Oaxaca,4100005,Ex-Convento de Coixtlahuaca,170,8,170,8,193,5,314,5,485,8,250,12,308,2,469,5,306,2,162,6,209,8,352,13
2023,Oaxaca,4100006,Ex-Convento de Cuilapan,2007,135,2449,153,1291,168,2508,116,2103,174,1428,106,4813,114,3776,158,2327,78,2357,154,3315,272,3416,217
2023,Oaxaca,4100011,Ex-Convento de Santo Domingo Yanhuitlán,357,25,211,53,580,25,1015,17,1099,64,639,35,841,43,1276,27,647,8,830,29,1185,40,1253,34
2023,Oaxaca,4100012,Ex-Convento de Teposcolula,112,4,210,12,316,9,587,3,323,6,313,6,863,11,695,8,315,0,384,9,420,6,758,6
2023,Puebla,2301400,Museo Regional de Puebla,1448,34,1358,19,1978,27,1591,5,873,12,1443,41,2288,41,2418,33,1886,34,1950,38,2243,38,1614,36
2023,Puebla,2403300,Museo de la No Intervención Fuerte de Loreto,2587,134,2907,96,4605,131,5890,119,3478,67,3038,80,5643,121,6352,150,4181,99,3362,124,5044,118,5730,108
2023,Puebla,2403100,Museo de Arte Religioso de Santa Mónica,775,49,727,60,1692,43,1401,29,767,29,1098,34,1914,36,1224,25,1162,23,1550,28,1530,29,1005,17
2023,Puebla,2403200,Museo de la Evangelización,496,0,787,32,873,0,818,0,681,0,910,0,1822,0,2283,0,1293,0,1291,0,1363,0,1309,0
2023,Puebla,2403400,Museo del Valle de Tehuacán,649,0,686,0,630,0,638,0,473,0,585,0,726,0,649,0,646,0,683,0,839,0,643,0
2023,Puebla,4100003,Casa del Dean,912,92,772,80,1273,108,1720,72,881,42,1274,19,1451,50,1387,57,931,29,1405,48,1590,95,1005,37
2023,Puebla,4100017,Casa de la Palestina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Puebla,4100013,Ex-Convento Franciscano de Tecalli,3010,13,2039,46,1961,30,2834,11,1655,9,1764,4,4531,19,2436,9,1963,17,2127,8,1944,34,1922,29
2023,Puebla,4100009,Ex-Convento de San Francisco Huaquechula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Puebla,4100010,Ex-Convento de San Francisco Tecamachalco,83,0,65,0,92,0,91,0,86,0,84,0,117,0,125,0,129,0,75,0,63,0,44,0
2023,Puebla,4100014,Fuerte de Guadalupe,994,25,1233,21,1763,56,3102,10,53,42,1318,37,2797,75,3124,16,1647,13,2007,18,1930,25,1388,21
2023,Puebla,4100015,Museo de Tehuacán el Viejo con zona arqueológica,1158,29,1128,47,1270,34,1626,8,842,14,1878,11,1728,32,1144,48,809,12,960,27,1036,42,1119,36
2023,Puebla,4100016,Museo de sitio de Teteles del Santo Nombre con zona arqueológica,826,4,642,0,535,0,696,0,405,0,677,0,522,0,458,0,557,0,645,0,644,0,711,15
2023,Querétaro,2301500,Museo Regional de Querétaro,3970,246,4402,299,5614,373,6964,293,7116,238,5460,203,6788,251,6281,190,4753,201,6904,285,7524,272,5695,278
2023,Quintana Roo,2403500,Museo Maya de Cancún con Z. A,4470,4066,4061,3352,4152,2886,4529,2909,4419,2213,4079,2781,4377,2719,3864,2774,2103,2077,3418,1421,2825,2783,3217,3981
2023,San Luis Potosí,2301600,Museo Regional Potosino,1202,95,1112,78,1701,97,1658,96,3374,87,1224,81,1799,133,1477,133,1066,77,1594,70,1540,59,1205,91
2023,Sinaloa,2403600,Museo Arqueológico de Mazatlán,478,130,337,160,699,134,709,57,0,0,433,9,570,32,594,31,318,12,297,31,394,75,720,42
2023,Sonora,2301700,Museo Regional de Sonora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Tabasco,2403700,Museo de Oxolotán,361,0,191,0,532,0,737,0,361,0,460,0,614,4,599,0,268,0,271,0,328,0,343,0
2023,Tamaulipas,2403800,Museo de la Cultura Huasteca,257,5,643,9,404,1,597,6,219,4,398,4,492,2,428,0,447,0,618,3,426,6,204,0
2023,Tlaxcala,2301800,Museo Regional de Tlaxcala,1406,25,2015,21,1906,6,2077,4,1574,9,1824,5,2370,26,2663,10,1930,0,1941,21,1993,20,1416,14
2023,Veracruz,2404200,Museo Local Tuxteco,886,0,459,15,392,10,643,0,392,0,442,0,507,3,615,0,402,0,407,0,452,0,320,4
2023,Veracruz,2403900,Museo Baluarte de Santiago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
